station_id,day_of_week,hour,boardings,alightings
OL-1,Wednesday,4,7,6
OL-1,Wednesday,5,13,14
OL-1,Wednesday,6,45,43
OL-1,Wednesday,7,117,150
OL-1,Wednesday,8,164,236
OL-1,Wednesday,9,117,136
OL-1,Wednesday,10,45,42
OL-1,Wednesday,11,13,11
OL-1,Wednesday,12,7,6
OL-1,Wednesday,13,8,7
OL-1,Wednesday,14,16,16
OL-1,Wednesday,15,45,40
OL-1,Wednesday,16,102,80
OL-1,Wednesday,17,155,99
OL-1,Wednesday,18,155,104
OL-1,Wednesday,19,102,68
OL-1,Wednesday,20,45,47
OL-1,Wednesday,21,16,15
OL-1,Wednesday,22,8,7
OL-1,Wednesday,23,6,6
OL-2,Wednesday,0,12,10
OL-2,Wednesday,1,12,13
OL-2,Wednesday,2,12,11
OL-2,Wednesday,3,12,10
OL-2,Wednesday,4,13,12
OL-2,Wednesday,5,24,21
OL-2,Wednesday,6,83,76
OL-2,Wednesday,7,215,292
OL-2,Wednesday,8,300,343
OL-2,Wednesday,9,215,297
OL-2,Wednesday,10,83,93
OL-2,Wednesday,11,24,24
OL-2,Wednesday,12,13,13
OL-2,Wednesday,13,15,15
OL-2,Wednesday,14,30,34
OL-2,Wednesday,15,83,79
OL-2,Wednesday,16,186,112
OL-2,Wednesday,17,284,207
OL-2,Wednesday,18,284,209
OL-2,Wednesday,19,186,113
OL-2,Wednesday,20,83,85
OL-2,Wednesday,21,30,25
OL-2,Wednesday,22,15,16
OL-2,Wednesday,23,12,11
OL-3,Wednesday,0,16,14
OL-3,Wednesday,1,16,14
OL-3,Wednesday,2,16,14
OL-3,Wednesday,3,16,13
OL-3,Wednesday,4,18,16
OL-3,Wednesday,5,34,30
OL-3,Wednesday,6,116,111
OL-3,Wednesday,7,299,369
OL-3,Wednesday,8,417,508
OL-3,Wednesday,9,299,363
OL-3,Wednesday,10,116,101
OL-3,Wednesday,11,34,29
OL-3,Wednesday,12,18,16
OL-3,Wednesday,13,21,22
OL-3,Wednesday,14,43,49
OL-3,Wednesday,15,116,130
OL-3,Wednesday,16,259,188
OL-3,Wednesday,17,395,290
OL-3,Wednesday,18,395,260
OL-3,Wednesday,19,259,212
OL-3,Wednesday,20,116,125
OL-3,Wednesday,21,43,47
OL-3,Wednesday,22,21,23
OL-3,Wednesday,23,17,16
OL-4,Wednesday,0,28,30
OL-4,Wednesday,1,28,26
OL-4,Wednesday,2,28,31
OL-4,Wednesday,3,28,24
OL-4,Wednesday,4,31,35
OL-4,Wednesday,5,58,62
OL-4,Wednesday,6,199,174
OL-4,Wednesday,7,512,680
OL-4,Wednesday,8,713,792
OL-4,Wednesday,9,512,701
OL-4,Wednesday,10,199,216
OL-4,Wednesday,11,58,59
OL-4,Wednesday,12,31,34
OL-4,Wednesday,13,36,31
OL-4,Wednesday,14,73,68
OL-4,Wednesday,15,199,193
OL-4,Wednesday,16,444,250
OL-4,Wednesday,17,676,477
OL-4,Wednesday,18,676,434
OL-4,Wednesday,19,444,305
OL-4,Wednesday,20,199,194
OL-4,Wednesday,21,73,81
OL-4,Wednesday,22,36,33
OL-4,Wednesday,23,29,32
OL-5,Wednesday,0,100,94
OL-5,Wednesday,1,100,100
OL-5,Wednesday,2,100,97
OL-5,Wednesday,3,100,92
OL-5,Wednesday,4,109,109
OL-5,Wednesday,5,205,183
OL-5,Wednesday,6,699,667
OL-5,Wednesday,7,1798,2333
OL-5,Wednesday,8,2503,3115
OL-5,Wednesday,9,1798,2496
OL-5,Wednesday,10,699,647
OL-5,Wednesday,11,205,233
OL-5,Wednesday,12,109,118
OL-5,Wednesday,13,126,143
OL-5,Wednesday,14,258,284
OL-5,Wednesday,15,699,623
OL-5,Wednesday,16,1557,1143
OL-5,Wednesday,17,2373,1446
OL-5,Wednesday,18,2373,1984
OL-5,Wednesday,19,1557,1174
OL-5,Wednesday,20,699,649
OL-5,Wednesday,21,258,291
OL-5,Wednesday,22,126,111
OL-5,Wednesday,23,103,104
OL-6,Wednesday,0,29,25
OL-6,Wednesday,1,29,29
OL-6,Wednesday,2,29,31
OL-6,Wednesday,3,30,26
OL-6,Wednesday,4,32,32
OL-6,Wednesday,5,61,56
OL-6,Wednesday,6,209,219
OL-6,Wednesday,7,537,613
OL-6,Wednesday,8,748,1068
OL-6,Wednesday,9,537,758
OL-6,Wednesday,10,209,189
OL-6,Wednesday,11,61,57
OL-6,Wednesday,12,32,32
OL-6,Wednesday,13,37,39
OL-6,Wednesday,14,77,75
OL-6,Wednesday,15,209,187
OL-6,Wednesday,16,465,272
OL-6,Wednesday,17,709,638
OL-6,Wednesday,18,709,502
OL-6,Wednesday,19,465,397
OL-6,Wednesday,20,209,207
OL-6,Wednesday,21,77,86
OL-6,Wednesday,22,37,32
OL-6,Wednesday,23,30,26
OL-7,Wednesday,0,21,23
OL-7,Wednesday,1,21,19
OL-7,Wednesday,2,21,20
OL-7,Wednesday,3,21,20
OL-7,Wednesday,4,23,22
OL-7,Wednesday,5,44,39
OL-7,Wednesday,6,152,170
OL-7,Wednesday,7,393,467
OL-7,Wednesday,8,547,736
OL-7,Wednesday,9,393,441
OL-7,Wednesday,10,152,130
OL-7,Wednesday,11,44,46
OL-7,Wednesday,12,23,21
OL-7,Wednesday,13,27,28
OL-7,Wednesday,14,56,49
OL-7,Wednesday,15,152,172
OL-7,Wednesday,16,340,276
OL-7,Wednesday,17,519,444
OL-7,Wednesday,18,519,310
OL-7,Wednesday,19,340,225
OL-7,Wednesday,20,152,145
OL-7,Wednesday,21,56,56
OL-7,Wednesday,22,27,25
OL-7,Wednesday,23,22,19
OL-8,Wednesday,0,11,10
OL-8,Wednesday,1,11,10
OL-8,Wednesday,2,11,9
OL-8,Wednesday,3,11,10
OL-8,Wednesday,4,13,13
OL-8,Wednesday,5,24,23
OL-8,Wednesday,6,83,79
OL-8,Wednesday,7,214,275
OL-8,Wednesday,8,298,408
OL-8,Wednesday,9,214,263
OL-8,Wednesday,10,83,85
OL-8,Wednesday,11,24,27
OL-8,Wednesday,12,13,13
OL-8,Wednesday,13,15,16
OL-8,Wednesday,14,30,32
OL-8,Wednesday,15,83,72
OL-8,Wednesday,16,185,129
OL-8,Wednesday,17,283,224
OL-8,Wednesday,18,283,253
OL-8,Wednesday,19,185,131
OL-8,Wednesday,20,83,72
OL-8,Wednesday,21,30,30
OL-8,Wednesday,22,15,13
OL-8,Wednesday,23,12,12
OL-9,Wednesday,0,5,5
OL-9,Wednesday,1,5,5
OL-9,Wednesday,2,5,5
OL-9,Wednesday,3,5,5
OL-9,Wednesday,4,5,5
OL-9,Wednesday,5,11,12
OL-9,Wednesday,6,37,41
OL-9,Wednesday,7,96,106
OL-9,Wednesday,8,134,173
OL-9,Wednesday,9,96,112
OL-9,Wednesday,10,37,40
OL-9,Wednesday,11,11,11
OL-9,Wednesday,12,5,4
OL-9,Wednesday,13,6,5
OL-9,Wednesday,14,13,12
OL-9,Wednesday,15,37,39
OL-9,Wednesday,16,83,51
OL-9,Wednesday,17,127,74
OL-9,Wednesday,18,127,109
OL-9,Wednesday,19,83,67
OL-9,Wednesday,20,37,33
OL-9,Wednesday,21,13,12
OL-9,Wednesday,22,6,6
OL-9,Wednesday,23,5,5
BL-1,Wednesday,0,6,5
BL-1,Wednesday,1,6,5
BL-1,Wednesday,2,6,5
BL-1,Wednesday,3,6,6
BL-1,Wednesday,4,7,6
BL-1,Wednesday,5,13,11
BL-1,Wednesday,6,46,49
BL-1,Wednesday,7,118,168
BL-1,Wednesday,8,165,225
BL-1,Wednesday,9,118,149
BL-1,Wednesday,10,46,45
BL-1,Wednesday,11,13,12
BL-1,Wednesday,12,7,6
BL-1,Wednesday,13,8,8
BL-1,Wednesday,14,17,16
BL-1,Wednesday,15,46,47
BL-1,Wednesday,16,102,88
BL-1,Wednesday,17,156,140
BL-1,Wednesday,18,156,90
BL-1,Wednesday,19,102,69
BL-1,Wednesday,20,46,41
BL-1,Wednesday,21,17,16
BL-1,Wednesday,22,8,7
BL-1,Wednesday,23,6,5
BL-2,Wednesday,0,13,12
BL-2,Wednesday,1,13,14
BL-2,Wednesday,2,13,11
BL-2,Wednesday,3,13,11
BL-2,Wednesday,4,14,13
BL-2,Wednesday,5,28,24
BL-2,Wednesday,6,95,88
BL-2,Wednesday,7,245,354
BL-2,Wednesday,8,342,401
BL-2,Wednesday,9,245,286
BL-2,Wednesday,10,95,97
BL-2,Wednesday,11,28,27
BL-2,Wednesday,12,14,14
BL-2,Wednesday,13,17,16
BL-2,Wednesday,14,35,38
BL-2,Wednesday,15,95,84
BL-2,Wednesday,16,213,149
BL-2,Wednesday,17,324,256
BL-2,Wednesday,18,324,276
BL-2,Wednesday,19,213,144
BL-2,Wednesday,20,95,96
BL-2,Wednesday,21,35,30
BL-2,Wednesday,22,17,15
BL-2,Wednesday,23,14,12
BL-3,Wednesday,0,21,19
BL-3,Wednesday,1,21,22
BL-3,Wednesday,2,21,18
BL-3,Wednesday,3,21,23
BL-3,Wednesday,4,23,25
BL-3,Wednesday,5,44,38
BL-3,Wednesday,6,150,128
BL-3,Wednesday,7,386,432
BL-3,Wednesday,8,537,751
BL-3,Wednesday,9,386,456
BL-3,Wednesday,10,150,152
BL-3,Wednesday,11,44,43
BL-3,Wednesday,12,23,25
BL-3,Wednesday,13,27,26
BL-3,Wednesday,14,55,55
BL-3,Wednesday,15,150,172
BL-3,Wednesday,16,334,201
BL-3,Wednesday,17,509,427
BL-3,Wednesday,18,509,289
BL-3,Wednesday,19,334,239
BL-3,Wednesday,20,150,167
BL-3,Wednesday,21,55,57
BL-3,Wednesday,22,27,28
BL-3,Wednesday,23,22,20
BL-4,Wednesday,0,28,26
BL-4,Wednesday,1,28,28
BL-4,Wednesday,2,28,27
BL-4,Wednesday,3,28,26
BL-4,Wednesday,4,31,29
BL-4,Wednesday,5,58,53
BL-4,Wednesday,6,198,189
BL-4,Wednesday,7,510,587
BL-4,Wednesday,8,710,997
BL-4,Wednesday,9,510,668
BL-4,Wednesday,10,198,176
BL-4,Wednesday,11,58,61
BL-4,Wednesday,12,31,34
BL-4,Wednesday,13,35,32
BL-4,Wednesday,14,73,65
BL-4,Wednesday,15,198,168
BL-4,Wednesday,16,441,249
BL-4,Wednesday,17,673,549
BL-4,Wednesday,18,673,602
BL-4,Wednesday,19,441,249
BL-4,Wednesday,20,198,212
BL-4,Wednesday,21,73,63
BL-4,Wednesday,22,35,35
BL-4,Wednesday,23,29,31
BL-5,Wednesday,0,114,97
BL-5,Wednesday,1,114,117
BL-5,Wednesday,2,114,130
BL-5,Wednesday,3,114,105
BL-5,Wednesday,4,124,112
BL-5,Wednesday,5,234,207
BL-5,Wednesday,6,796,809
BL-5,Wednesday,7,2048,2680
BL-5,Wednesday,8,2851,3926
BL-5,Wednesday,9,2048,2792
BL-5,Wednesday,10,796,889
BL-5,Wednesday,11,234,255
BL-5,Wednesday,12,124,114
BL-5,Wednesday,13,144,146
BL-5,Wednesday,14,293,275
BL-5,Wednesday,15,796,755
BL-5,Wednesday,16,1774,1554
BL-5,Wednesday,17,2703,2131
BL-5,Wednesday,18,2703,2408
BL-5,Wednesday,19,1774,1234
BL-5,Wednesday,20,796,804
BL-5,Wednesday,21,293,291
BL-5,Wednesday,22,144,127
BL-5,Wednesday,23,117,107
BL-6,Wednesday,0,25,21
BL-6,Wednesday,1,25,28
BL-6,Wednesday,2,25,22
BL-6,Wednesday,3,26,23
BL-6,Wednesday,4,28,30
BL-6,Wednesday,5,53,46
BL-6,Wednesday,6,181,202
BL-6,Wednesday,7,465,629
BL-6,Wednesday,8,648,728
BL-6,Wednesday,9,465,624
BL-6,Wednesday,10,181,188
BL-6,Wednesday,11,53,57
BL-6,Wednesday,12,28,30
BL-6,Wednesday,13,32,34
BL-6,Wednesday,14,66,67
BL-6,Wednesday,15,181,171
BL-6,Wednesday,16,403,320
BL-6,Wednesday,17,614,543
BL-6,Wednesday,18,614,463
BL-6,Wednesday,19,403,315
BL-6,Wednesday,20,181,177
BL-6,Wednesday,21,66,71
BL-6,Wednesday,22,32,36
BL-6,Wednesday,23,26,23
BL-7,Wednesday,0,16,16
BL-7,Wednesday,1,16,15
BL-7,Wednesday,2,16,16
BL-7,Wednesday,3,17,14
BL-7,Wednesday,4,18,17
BL-7,Wednesday,5,34,34
BL-7,Wednesday,6,118,121
BL-7,Wednesday,7,304,404
BL-7,Wednesday,8,423,571
BL-7,Wednesday,9,304,402
BL-7,Wednesday,10,118,128
BL-7,Wednesday,11,34,35
BL-7,Wednesday,12,18,18
BL-7,Wednesday,13,21,21
BL-7,Wednesday,14,43,37
BL-7,Wednesday,15,118,109
BL-7,Wednesday,16,263,193
BL-7,Wednesday,17,401,343
BL-7,Wednesday,18,401,315
BL-7,Wednesday,19,263,152
BL-7,Wednesday,20,118,121
BL-7,Wednesday,21,43,39
BL-7,Wednesday,22,21,22
BL-7,Wednesday,23,17,18
BL-8,Wednesday,0,10,10
BL-8,Wednesday,1,10,9
BL-8,Wednesday,2,10,9
BL-8,Wednesday,3,11,12
BL-8,Wednesday,4,11,11
BL-8,Wednesday,5,22,22
BL-8,Wednesday,6,76,72
BL-8,Wednesday,7,197,220
BL-8,Wednesday,8,274,315
BL-8,Wednesday,9,197,230
BL-8,Wednesday,10,76,73
BL-8,Wednesday,11,22,24
BL-8,Wednesday,12,11,11
BL-8,Wednesday,13,13,11
BL-8,Wednesday,14,28,24
BL-8,Wednesday,15,76,72
BL-8,Wednesday,16,170,142
BL-8,Wednesday,17,260,177
BL-8,Wednesday,18,260,213
BL-8,Wednesday,19,170,141
BL-8,Wednesday,20,76,67
BL-8,Wednesday,21,28,28
BL-8,Wednesday,22,13,14
BL-8,Wednesday,23,11,10
BL-9,Wednesday,0,4,4
BL-9,Wednesday,1,4,4
BL-9,Wednesday,2,4,4
BL-9,Wednesday,3,4,4
BL-9,Wednesday,4,4,3
BL-9,Wednesday,5,8,8
BL-9,Wednesday,6,30,29
BL-9,Wednesday,7,77,85
BL-9,Wednesday,8,107,143
BL-9,Wednesday,9,77,110
BL-9,Wednesday,10,30,32
BL-9,Wednesday,11,8,7
BL-9,Wednesday,12,4,3
BL-9,Wednesday,13,5,5
BL-9,Wednesday,14,11,12
BL-9,Wednesday,15,30,30
BL-9,Wednesday,16,67,51
BL-9,Wednesday,17,102,72
BL-9,Wednesday,18,102,71
BL-9,Wednesday,19,67,39
BL-9,Wednesday,20,30,26
BL-9,Wednesday,21,11,10
BL-9,Wednesday,22,5,5
BL-9,Wednesday,23,4,3
OL-1,Thursday,0,5,5
OL-1,Thursday,1,5,4
OL-1,Thursday,2,5,4
OL-1,Thursday,3,5,5
OL-1,Thursday,4,6,5
OL-1,Thursday,5,11,11
OL-1,Thursday,6,38,42
OL-1,Thursday,7,99,114
OL-1,Thursday,8,137,194
OL-1,Thursday,9,99,140
OL-1,Thursday,10,38,41
OL-1,Thursday,11,11,11
OL-1,Thursday,12,6,6
OL-1,Thursday,13,6,6
OL-1,Thursday,14,14,14
OL-1,Thursday,15,38,32
OL-1,Thursday,16,85,75
OL-1,Thursday,17,130,98
OL-1,Thursday,18,130,107
OL-1,Thursday,19,85,57
OL-1,Thursday,20,38,32
OL-1,Thursday,21,14,14
OL-1,Thursday,22,6,6
OL-1,Thursday,23,5,4
OL-2,Thursday,0,11,10
OL-2,Thursday,1,11,11
OL-2,Thursday,2,11,10
OL-2,Thursday,3,11,12
OL-2,Thursday,4,12,10
OL-2,Thursday,5,23,21
OL-2,Thursday,6,79,74
OL-2,Thursday,7,203,261
OL-2,Thursday,8,283,360
OL-2,Thursday,9,203,269
OL-2,Thursday,10,79,89
OL-2,Thursday,11,23,21
OL-2,Thursday,12,12,12
OL-2,Thursday,13,14,12
OL-2,Thursday,14,29,26
OL-2,Thursday,15,79,78
OL-2,Thursday,16,176,98
OL-2,Thursday,17,269,206
OL-2,Thursday,18,269,211
OL-2,Thursday,19,176,142
OL-2,Thursday,20,79,79
OL-2,Thursday,21,29,29
OL-2,Thursday,22,14,13
OL-2,Thursday,23,11,9
OL-3,Thursday,0,16,16
OL-3,Thursday,1,16,18
OL-3,Thursday,2,16,13
OL-3,Thursday,3,17,17
OL-3,Thursday,4,18,19
OL-3,Thursday,5,34,37
OL-3,Thursday,6,118,119
OL-3,Thursday,7,304,400
OL-3,Thursday,8,424,569
OL-3,Thursday,9,304,425
OL-3,Thursday,10,118,104
OL-3,Thursday,11,34,38
OL-3,Thursday,12,18,15
OL-3,Thursday,13,21,23
OL-3,Thursday,14,43,37
OL-3,Thursday,15,118,107
OL-3,Thursday,16,264,145
OL-3,Thursday,17,402,283
OL-3,Thursday,18,402,268
OL-3,Thursday,19,264,160
OL-3,Thursday,20,118,116
OL-3,Thursday,21,43,41
OL-3,Thursday,22,21,22
OL-3,Thursday,23,17,19
OL-4,Thursday,0,27,23
OL-4,Thursday,1,27,25
OL-4,Thursday,2,27,30
OL-4,Thursday,3,27,23
OL-4,Thursday,4,30,29
OL-4,Thursday,5,57,64
OL-4,Thursday,6,194,220
OL-4,Thursday,7,499,620
OL-4,Thursday,8,695,926
OL-4,Thursday,9,499,628
OL-4,Thursday,10,194,208
OL-4,Thursday,11,57,48
OL-4,Thursday,12,30,26
OL-4,Thursday,13,35,36
OL-4,Thursday,14,71,65
OL-4,Thursday,15,194,203
OL-4,Thursday,16,432,290
OL-4,Thursday,17,659,566
OL-4,Thursday,18,659,551
OL-4,Thursday,19,432,312
OL-4,Thursday,20,194,209
OL-4,Thursday,21,71,66
OL-4,Thursday,22,35,34
OL-4,Thursday,23,28,25
OL-5,Thursday,0,110,120
OL-5,Thursday,1,110,123
OL-5,Thursday,2,110,122
OL-5,Thursday,3,111,126
OL-5,Thursday,4,121,111
OL-5,Thursday,5,227,256
OL-5,Thursday,6,773,789
OL-5,Thursday,7,1989,2482
OL-5,Thursday,8,2769,3588
OL-5,Thursday,9,1989,2426
OL-5,Thursday,10,773,723
OL-5,Thursday,11,227,209
OL-5,Thursday,12,121,105
OL-5,Thursday,13,140,139
OL-5,Thursday,14,285,318
OL-5,Thursday,15,773,803
OL-5,Thursday,16,1723,1261
OL-5,Thursday,17,2625,1837
OL-5,Thursday,18,2625,1870
OL-5,Thursday,19,1723,1073
OL-5,Thursday,20,773,847
OL-5,Thursday,21,285,259
OL-5,Thursday,22,140,149
OL-5,Thursday,23,113,121
OL-6,Thursday,0,28,31
OL-6,Thursday,1,28,26
OL-6,Thursday,2,28,31
OL-6,Thursday,3,29,30
OL-6,Thursday,4,31,33
OL-6,Thursday,5,59,61
OL-6,Thursday,6,202,222
OL-6,Thursday,7,519,751
OL-6,Thursday,8,723,901
OL-6,Thursday,9,519,718
OL-6,Thursday,10,202,216
OL-6,Thursday,11,59,58
OL-6,Thursday,12,31,34
OL-6,Thursday,13,36,34
OL-6,Thursday,14,74,75
OL-6,Thursday,15,202,178
OL-6,Thursday,16,450,283
OL-6,Thursday,17,686,579
OL-6,Thursday,18,686,472
OL-6,Thursday,19,450,309
OL-6,Thursday,20,202,186
OL-6,Thursday,21,74,73
OL-6,Thursday,22,36,39
OL-6,Thursday,23,29,32
OL-7,Thursday,0,17,17
OL-7,Thursday,1,17,16
OL-7,Thursday,2,17,17
OL-7,Thursday,3,17,16
OL-7,Thursday,4,19,18
OL-7,Thursday,5,36,35
OL-7,Thursday,6,124,127
OL-7,Thursday,7,319,406
OL-7,Thursday,8,445,563
OL-7,Thursday,9,319,442
OL-7,Thursday,10,124,133
OL-7,Thursday,11,36,34
OL-7,Thursday,12,19,20
OL-7,Thursday,13,22,24
OL-7,Thursday,14,45,40
OL-7,Thursday,15,124,127
OL-7,Thursday,16,276,179
OL-7,Thursday,17,421,340
OL-7,Thursday,18,421,266
OL-7,Thursday,19,276,216
OL-7,Thursday,20,124,114
OL-7,Thursday,21,45,45
OL-7,Thursday,22,22,24
OL-7,Thursday,23,18,17
OL-8,Thursday,0,13,14
OL-8,Thursday,1,13,14
OL-8,Thursday,2,13,11
OL-8,Thursday,3,13,14
OL-8,Thursday,4,14,12
OL-8,Thursday,5,27,26
OL-8,Thursday,6,93,103
OL-8,Thursday,7,241,323
OL-8,Thursday,8,336,432
OL-8,Thursday,9,241,297
OL-8,Thursday,10,93,101
OL-8,Thursday,11,27,28
OL-8,Thursday,12,14,13
OL-8,Thursday,13,17,19
OL-8,Thursday,14,34,31
OL-8,Thursday,15,93,83
OL-8,Thursday,16,209,161
OL-8,Thursday,17,318,283
OL-8,Thursday,18,318,202
OL-8,Thursday,19,209,133
OL-8,Thursday,20,93,82
OL-8,Thursday,21,34,37
OL-8,Thursday,22,17,15
OL-8,Thursday,23,13,13
OL-9,Thursday,0,5,4
OL-9,Thursday,1,5,5
OL-9,Thursday,2,5,5
OL-9,Thursday,3,6,6
OL-9,Thursday,4,6,5
OL-9,Thursday,5,12,11
OL-9,Thursday,6,41,36
OL-9,Thursday,7,107,145
OL-9,Thursday,8,149,204
OL-9,Thursday,9,107,122
OL-9,Thursday,10,41,39
OL-9,Thursday,11,12,13
OL-9,Thursday,12,6,5
OL-9,Thursday,13,7,6
OL-9,Thursday,14,15,15
OL-9,Thursday,15,41,38
OL-9,Thursday,16,93,60
OL-9,Thursday,17,142,100
OL-9,Thursday,18,142,87
OL-9,Thursday,19,93,68
OL-9,Thursday,20,41,43
OL-9,Thursday,21,15,15
OL-9,Thursday,22,7,6
OL-9,Thursday,23,6,6
BL-1,Thursday,0,5,5
BL-1,Thursday,1,5,4
BL-1,Thursday,2,5,5
BL-1,Thursday,3,5,4
BL-1,Thursday,4,6,5
BL-1,Thursday,5,12,11
BL-1,Thursday,6,41,35
BL-1,Thursday,7,106,124
BL-1,Thursday,8,148,200
BL-1,Thursday,9,106,147
BL-1,Thursday,10,41,35
BL-1,Thursday,11,12,13
BL-1,Thursday,12,6,6
BL-1,Thursday,13,7,7
BL-1,Thursday,14,15,15
BL-1,Thursday,15,41,43
BL-1,Thursday,16,92,67
BL-1,Thursday,17,140,108
BL-1,Thursday,18,140,122
BL-1,Thursday,19,92,53
BL-1,Thursday,20,41,38
BL-1,Thursday,21,15,13
BL-1,Thursday,22,7,7
BL-1,Thursday,23,6,5
BL-2,Thursday,0,13,14
BL-2,Thursday,1,13,14
BL-2,Thursday,2,13,11
BL-2,Thursday,3,13,14
BL-2,Thursday,4,14,15
BL-2,Thursday,5,27,23
BL-2,Thursday,6,93,100
BL-2,Thursday,7,240,293
BL-2,Thursday,8,335,444
BL-2,Thursday,9,240,307
BL-2,Thursday,10,93,86
BL-2,Thursday,11,27,24
BL-2,Thursday,12,14,12
BL-2,Thursday,13,16,14
BL-2,Thursday,14,34,35
BL-2,Thursday,15,93,88
BL-2,Thursday,16,208,130
BL-2,Thursday,17,318,251
BL-2,Thursday,18,318,251
BL-2,Thursday,19,208,153
BL-2,Thursday,20,93,105
BL-2,Thursday,21,34,32
BL-2,Thursday,22,16,17
BL-2,Thursday,23,13,11
BL-3,Thursday,0,21,24
BL-3,Thursday,1,21,23
BL-3,Thursday,2,21,21
BL-3,Thursday,3,21,21
BL-3,Thursday,4,23,21
BL-3,Thursday,5,44,46
BL-3,Thursday,6,150,162
BL-3,Thursday,7,387,560
BL-3,Thursday,8,539,685
BL-3,Thursday,9,387,434
BL-3,Thursday,10,150,154
BL-3,Thursday,11,44,38
BL-3,Thursday,12,23,21
BL-3,Thursday,13,27,25
BL-3,Thursday,14,55,58
BL-3,Thursday,15,150,135
BL-3,Thursday,16,335,203
BL-3,Thursday,17,511,289
BL-3,Thursday,18,511,437
BL-3,Thursday,19,335,265
BL-3,Thursday,20,150,129
BL-3,Thursday,21,55,47
BL-3,Thursday,22,27,27
BL-3,Thursday,23,22,20
BL-4,Thursday,0,29,28
BL-4,Thursday,1,29,32
BL-4,Thursday,2,29,27
BL-4,Thursday,3,29,30
BL-4,Thursday,4,32,27
BL-4,Thursday,5,60,68
BL-4,Thursday,6,207,236
BL-4,Thursday,7,532,722
BL-4,Thursday,8,741,935
BL-4,Thursday,9,532,626
BL-4,Thursday,10,207,226
BL-4,Thursday,11,60,64
BL-4,Thursday,12,32,29
BL-4,Thursday,13,37,36
BL-4,Thursday,14,76,75
BL-4,Thursday,15,207,227
BL-4,Thursday,16,461,363
BL-4,Thursday,17,702,544
BL-4,Thursday,18,702,545
BL-4,Thursday,19,461,297
BL-4,Thursday,20,207,199
BL-4,Thursday,21,76,65
BL-4,Thursday,22,37,40
BL-4,Thursday,23,30,29
BL-5,Thursday,0,116,107
BL-5,Thursday,1,116,105
BL-5,Thursday,2,116,119
BL-5,Thursday,3,116,106
BL-5,Thursday,4,127,110
BL-5,Thursday,5,238,257
BL-5,Thursday,6,812,781
BL-5,Thursday,7,2088,2574
BL-5,Thursday,8,2907,3636
BL-5,Thursday,9,2088,2892
BL-5,Thursday,10,812,768
BL-5,Thursday,11,238,256
BL-5,Thursday,12,127,143
BL-5,Thursday,13,147,154
BL-5,Thursday,14,299,292
BL-5,Thursday,15,812,872
BL-5,Thursday,16,1808,1284
BL-5,Thursday,17,2756,1915
BL-5,Thursday,18,2756,2022
BL-5,Thursday,19,1808,1195
BL-5,Thursday,20,812,715
BL-5,Thursday,21,299,291
BL-5,Thursday,22,147,130
BL-5,Thursday,23,119,115
BL-6,Thursday,0,26,29
BL-6,Thursday,1,26,22
BL-6,Thursday,2,26,26
BL-6,Thursday,3,26,25
BL-6,Thursday,4,28,23
BL-6,Thursday,5,53,49
BL-6,Thursday,6,182,161
BL-6,Thursday,7,468,550
BL-6,Thursday,8,652,779
BL-6,Thursday,9,468,580
BL-6,Thursday,10,182,183
BL-6,Thursday,11,53,45
BL-6,Thursday,12,28,25
BL-6,Thursday,13,33,28
BL-6,Thursday,14,67,67
BL-6,Thursday,15,182,172
BL-6,Thursday,16,406,301
BL-6,Thursday,17,618,387
BL-6,Thursday,18,618,345
BL-6,Thursday,19,406,357
BL-6,Thursday,20,182,160
BL-6,Thursday,21,67,59
BL-6,Thursday,22,33,29
BL-6,Thursday,23,26,29
BL-7,Thursday,0,18,18
BL-7,Thursday,1,18,20
BL-7,Thursday,2,18,15
BL-7,Thursday,3,18,20
BL-7,Thursday,4,20,18
BL-7,Thursday,5,38,39
BL-7,Thursday,6,131,127
BL-7,Thursday,7,336,414
BL-7,Thursday,8,468,667
BL-7,Thursday,9,336,387
BL-7,Thursday,10,131,150
BL-7,Thursday,11,38,36
BL-7,Thursday,12,20,20
BL-7,Thursday,13,23,26
BL-7,Thursday,14,48,41
BL-7,Thursday,15,131,147
BL-7,Thursday,16,291,217
BL-7,Thursday,17,444,353
BL-7,Thursday,18,444,267
BL-7,Thursday,19,291,214
BL-7,Thursday,20,131,137
BL-7,Thursday,21,48,47
BL-7,Thursday,22,23,20
BL-7,Thursday,23,19,17
BL-8,Thursday,0,11,9
BL-8,Thursday,1,11,11
BL-8,Thursday,2,11,12
BL-8,Thursday,3,11,9
BL-8,Thursday,4,12,10
BL-8,Thursday,5,23,24
BL-8,Thursday,6,81,70
BL-8,Thursday,7,209,273
BL-8,Thursday,8,291,389
BL-8,Thursday,9,209,272
BL-8,Thursday,10,81,77
BL-8,Thursday,11,23,24
BL-8,Thursday,12,12,12
BL-8,Thursday,13,14,12
BL-8,Thursday,14,30,30
BL-8,Thursday,15,81,90
BL-8,Thursday,16,181,141
BL-8,Thursday,17,275,196
BL-8,Thursday,18,275,182
BL-8,Thursday,19,181,104
BL-8,Thursday,20,81,74
BL-8,Thursday,21,30,25
BL-8,Thursday,22,14,16
BL-8,Thursday,23,11,10
BL-9,Thursday,0,5,4
BL-9,Thursday,1,5,4
BL-9,Thursday,2,5,4
BL-9,Thursday,3,5,4
BL-9,Thursday,4,5,5
BL-9,Thursday,5,10,11
BL-9,Thursday,6,36,40
